# gemini — 기사 경계 밖을 걷어낸 판(trim_article_bounds.py)
# Source: unit_3_p3.txt

[title] 敎門訂議
[col 02] 考ᄒᆞ면此意味가益々明確ᄒᆞᆷ을可證ᄒᆞᆯ지로다
[col 03] 經典의中에「上帝도有ᄒᆞ며大神師도有ᄒᆞ심은이는大神
[col 04] 師와上帝가全히別個躰로有ᄒᆞᆫ것이안이라大神師自躰
[col 05] ─시저로上帝도되며人도되야互相問答ᄒᆞᆫ바에不過ᄒᆞ도
[col 06] 다」即─上帝로된大神師의精神적側面이人으로된大
[col 07] 神師의肉身的側面을敎訓ᄒᆞ신바니是點에서더욱無窮々
[col 08] 々의眞意味를感激ᄒᆞ게되마지안니ᄒᆞ노라
[col 09] 此義를一層─闡明키爲ᄒᆞ야試ᄒᆞ야大聖及遺詞中에載
[col 10] ᄒᆞᆫ何를此에敷演코저ᄒᆞ노라布德文中一節에
[col 11] 不意四月心寒身戰疾不得執症言不得難狀之際─有何
[col 12] 仙語忽入耳中驚起探問則曰勿懼勿恐世人謂我上帝汝
[col 13] 不知耶
[col 14] 云此一節로써觀ᄒᆞ면確實히神된上帝와人된大神師가全
[col 15] 然別個躰로在ᄒᆞ야互相問答授受意感이有ᄒᆞ도다即仙語
[col 16] ─有ᄒᆞ야耳中에入ᄒᆞ다ᄒᆞ엿스니이와恍然히人格的上帝
[col 17] ─空中으로神言을宣布ᄒᆞᆫ바明白ᄒᆞ도다萬一此一節
[col 18] 變으로만大神師의全躰主義라ᄒᆞ면吾敎的人乃天主義와
[col 19] 甚히矛盾된言葉이라ᄒᆞ리라然이나吾人으로一驚을喫
[col 20] 치안이치못ᄒᆞᆯ一事는即論學文中의一節이니曰
[col 21] 「畢此一々不已故吾亦悚然只有恨生晩之際身多戰寒
[col 22] 外有接靈之氣內有降話之敎視之不見聽之不聞心尙怪
[col 23] 訝修心正氣而問曰何爲若然也曰吾心即汝心也人何知
[col 24] 之知天地而無知鬼神鬼神者吾也」
[col 25] 云─是가何等偉大의辭이냐此一節로써觀ᄒᆞ면前者人
[col 26] 格的上上帝는即大神師─自己임을可知ᄒᆞᆯ지라曰內有降話
[col 27] 之敎라ᄒᆞ니이는곧上帝가外에不在ᄒᆞ고內在ᄒᆞᆷ을證明
[col 28] ᄒᆞᆯ것이오又曰吾心即汝心이라ᄒᆞ니이는곧上帝即大神師임
[col 29] 을可知ᄒᆞᆯ者─안인가神人의神話─玆에至ᄒᆞ야至矣盡
[col 30] 矣오深而遠ᄒᆞᆷ을可知ᄒᆞᆯ지로다
[col 31] 吾人은今日─此大祈禱式場에叅ᄒᆞ야如何ᄒᆞᆫ感想下에
[col 32] 過去ᄒᆞᆫ神人의偉大ᄒᆞᆫ誕降을祝ᄒᆞᆯ가
[col 33] 思컨대神人의去後─於焉五十有餘年에神人의肉身을
[col 34] 代表ᄒᆞᆫ大神師는旣히吾人의世界를몃니러幽明이懸殊케됨
[col 35] 엿스나神人의精神을代表ᄒᆞᆫ大神師는冥々의中에吾人
[col 36] 의精神과融合ᄒᆞ야無言不文의人乃天的神話를今에도오
[col 37] 히려敎化ᄒᆞ시리라今에도오히려降話의敎로써吾人을指
[col 38] 示ᄒᆞ야주시리라
[col 39] 海月神師─일직向我設位法을設ᄒᆞ시고大神師의靈魂
[col 40] 不滅說을信徒에게敎ᄒᆞ신一節에曰
[col 41] 汝等의게問ᄒᆞ노니先師의精靈이只今何處에在ᄒᆞᆫ가
