# gemini — 기사 경계 밖을 걷어낸 판(trim_article_bounds.py)
# Source: unit_2_p2.txt

[title] 敎門訂議
[col 02] 經驗ᄒᆞ바일진더
[col 03] 問ᄒᆞ노니만일此宇宙에眞實로참
[col 04] 된神이有ᄒᆞ다ᄒᆞ면又若一永遠의正理가
[col 05] 此世界의支配者가된다ᄒᆞ면何故로人間의
[col 06] 公道가이러틋相違ᄒᆞᆫ點이多ᄒᆞ며世界
[col 07] 의事理가이러틋矛盾된處ㅣ多ᄒᆞ랴看
[col 08] ᄒᆞ라同一의人이어늘何故로彼ᄂᆞᆫ金馬玉
[col 09] 堂의上에驕驕룰吐ᄒᆞ며此ᄂᆞᆫ陋巷溝壑에
[col 10] 轉乞ᄒᆞᆯ줄을不免ᄒᆞ는가何故로那惡無道의
[col 11] 오히려光明ᄒᆞᆫ日月下에서不義不德의
[col 12] 權利를誇張ᄒᆞ거늘正心修德은도리혀
[col 13] 風風雨雨의暗影에埋沒ᄒᆞ야凋委不振ᄒᆞ는
[col 14] 가何故로譎詐不義에依ᄒᆞ야엇든成功도一
[col 15] 代의實證를博得ᄒᆞ는디寧히正直勤勉으
[col 16] 로働ᄒᆞ는者의刑은失敗의惡影이附纏逐逐
[col 17] ᄒᆞ는가又何故로無價無德을徒生케ᄒᆞ고
[col 18] 一世의用一家의益도無ᄒᆞᆫ惡人을刑케ᄒᆞ고
[col 19] 는가抑又何故로世에는無用ᄒᆞᆫ苦痛과
[col 20] 悲慘困難이가와갓치多ᄒᆞ냐
[col 21] 此等疑問에對ᄒᆞ야吾人은尙히滿足ᄒᆞᆫ答
[col 22] 을듯지못ᄒᆞ엿노라幾多의賢哲이有ᄒᆞ야
[col 23] 若干의智見으로써自家의意見을喋喋
[col 24] 바遺訓은實로汗牛充棟으[?]로되오히려幾
[col 25] 못ᄒᆞ도다又幾多의宗敎幾多의哲學
[col 26] 는科學이臆斷激說을弄ᄒᆞ야文으로詩로
[col 27] 歌로劇으로써失望의吾人을刺戟ᄒᆞ고바多
[col 28] 도다그러나此等最高의說明과如斯ᄒᆞᆫ
[col 29] 도오히려不可解의淺澤가其奧處에殘在
[col 30] ᄒᆞ니라要컨대吾人은全宇宙間問題人生
[col 31] 問題를吾人의智力으로써解答키不能ᄒᆞᆯ뿐
[col 32] 獨溝洫寸間에伏在ᄒᆞᆫ吾人의如斯ᄒᆞᆫ
[col 33] 疑에吾人은最終의判斷으로써一言을盡
[col 34] 의게告白코저ᄒᆞ노니
[col 35] 即吾人의幸福을獲得ᄒᆞ며吾人의悲
[col 36] 觀者山生在者
