# gemini — 기사 경계 밖을 걷어낸 판(trim_article_bounds.py)
# Source: unit_4_p4.txt

[title] 敎門訂議
[col 02] 히自適自怡ᄒᆞ야勇敢히此逆運에處ᄒᆞ라
[col 03] 試ᄒᆞ야今日一我로ᄒᆞ야곰悲難災害의
[col 04] 裡에入ᄒᆞ엿스면我ᄂᆞᆫ全力을드러奮鬪ᄒᆞ
[col 05] 는者로又過去를回想ᄒᆞ고悲觀치안는者
[col 06] 로抑又如何ᄒᆞᆫ結果가出來ᄒᆞᆯ지라도己의力
[col 07] 으로如何키不能타思ᄒᆞ고泰然히此를受ᄒᆞ
[col 08] 는大德者로서能히此境遇에處코저ᄒᆞ노
[col 09] 라如斯히吾人은安安乎平和와靜ᄒᆞᆫ道力을
[col 10] 堅持ᄒᆞ고心을輕動치아니ᄒᆞ리라
[col 11] 理와鮓觸ᄒᆞᆫ바업스며又何等의事實과矛
[col 12] 盾ᄒᆞᆫ바無ᄒᆞ리라然ᄒᆞ면吾人의此簡單ᄒᆞᆫ
[col 13] 眞理는人生努力上第一步의信仰이며
[col 14] 城砦이며避難所이니吾人은人生의苦戰
[col 15] 에疲勞時에退ᄒᆞ야力을此處에서養ᄒᆞ라斷
[col 16] 言ᄒᆞᆷ을마지아니ᄒᆞ노라
[col 17] 人生에關ᄒᆞᆫ理論은古今을通ᄒᆞ며東酉
[col 18] 를亘ᄒᆞ야實로多大ᄒᆞ도다然이나然이나
[col 19] 人生에關ᄒᆞᆫ理論其者가直히吾人을裨益케
[col 20] ᄒᆞ느냐ᄒᆞ면是는大히不然ᄒᆞ니譬컨대太
[col 21] 吾人은旣히以上의用意와覺悟를가진以
[col 22] 上은此를基礎로ᄒᆞ고長心의限을範圍
[col 23] 內에서엇더ᄒᆞᆫ眞理와엇더ᄒᆞᆫ事實이라도
[col 24] 建築ᄒᆞᆷ을可得ᄒᆞᆯ것이며且生活의材料에
[col 25] 供ᄒᆞ기爲ᄒᆞ야可及의限度에서手幅伸ᄒᆞ
[col 26] 야道德上心靈上又는精神上의感應을求ᄒᆞᆯ
[col 27] 만ᄒᆞ니라
[col 28] 此簡單平實ᄒᆞᆫ生活의信仰은何等의眞
[col 29] 洋을漂流ᄒᆞ는船에飢ᄒᆞᆫ水夫가美裝ᄒᆞᆫ獻立
[col 30] 表를徒望ᄒᆞᆷ갓타야理論其者는一個人生
[col 31] 의美裝獻立表에不過ᄒᆞᆷ을吾人은忘却치못
[col 32] 지었다
[col 33] 故로雖高遠ᄒᆞᆫ生活上規則일지라도吾人
[col 34] 의足만일進ᄒᆞ야此를我自身에體得치못
[col 35] ᄒᆞ면又此를吾人日常生活中에實現ᄒᆞᆫ者
