# gemini — 기사 경계 밖을 걷어낸 판(trim_article_bounds.py)
# Source: unit_3_p3.txt

[title] 敎門訂議
[col 02] 實애價치못ᄒᆞ게되엿드니라
[col 03] 故로科學은改造의意味에서暫時過渡期의經程이라言
[col 04] ᄒᆞ지못ᄒᆞ겟나니詳言ᄒᆞ면科學은人類의精神的改造를
[col 05] 應援ᄒᆞ고實行할能力이無한者오單히新한精神的改造
[col 06] 를預期케爲ᄒᆞ야舊한建築을破壞ᄒᆞ엿슬뿐이로다
[col 07] 三
[col 08] 舊한建築은破壞ᄒᆞ엿스나新한建築이無한當時에人類
[col 09] 精神現象은日甚非常한意境에達케되야殆히太古混沌無差
[col 10] 別의現象에陷게되엿도다大神師-又曰
[col 11] 博學以來一世之人各自爲心不順天命不順天理心常悚
[col 12] 悚焉知所向矣
[col 13] 이러ᄒᆞᆫ연고다이는卽最近人心의混沌狀態를道破ᄒᆞ심
[col 14] 이아니라ᄒᆞ수世에運이陷ᄒᆞ엿다ᄒᆞᆯ지로다
[col 15] 然ᄒᆞ나天時人事는恒常並行ᄒᆞ나니天時-人事에應
[col 16] ᄒᆞ고人事-天時에順ᄒᆞ야玆에改造의式이生ᄒᆞ이라挽近
[col 17] 人心의混沌은卽大한意突禍의發生과同時에大한改造를
[col 18] 包含함이니라
[col 19] 嗚呼去十過去死年의大戰爭은挽近人心의變兆로봇터
[col 20] 得ᄒᆞ야如斯한大災禍가釀出홈과同時의將來의大改造를
[col 21] 看ᄒᆞ리라大戰은旣熄ᄒᆞ엿거늘人心은얼마나變遷ᄒᆞ엿는
[col 22] 가霜露所墜와日月所到에는意識이잇는動物로브터精
[col 23] 神的刺戟을受치안인者-잇스며뉘-世界的改造를覺
[col 24] 悟치안인者-잇는가
[col 25] 吾人은今에此大戰에依ᄒᆞ야如何한新理想을得ᄒᆞ엿스
[col 26] 며又如何한新覺悟를發ᄒᆞ엿든가大神師-曰此世는
[col 27] 堯舜之治라도不足用오孔孟之德이라도不足論이라ᄒᆞ셧
[col 28] 스며又曰此世는後天開闢의運이라ᄒᆞ심이正히適切한眞
[col 29] 言이라ᄒᆞᆯ지로다吾人이此開闢의運에際ᄒᆞ야得ᄒᆞᆫ覺
[col 30] 性은卽此世는開闢이되는事-其一이며又此世의開闢
[col 31] 은戰爭에依치안일것이오반다지平和에依ᄒᆞ야建設될者
[col 32] -其二이며又平和는科學의力으로成할바안이오宗敎
[col 33] 에依ᄒᆞ야成立할者-其三이니今日以後世界는반다지宗
[col 34] 敎의世界가될지며今日以後의改造는반다지宗敎的改
[col 35] 造가되리라
[col 36] 四
[col 37] 如斯ᄒᆞ야宗敎는更히新한運命新한勢力을가지고世
[col 38] 界舞臺의上에新한活動으로新한改造에着手ᄒᆞ리라耶
[col 39] 도其然ᄒᆞ며佛도其然ᄒᆞ며儒도其然ᄒᆞ리라抑亦同
