# claude_opus_4_7 — 기사 경계 밖을 걷어낸 판(trim_article_bounds.py)
# Source: unit_7_p4u.txt

[title] 敎門訂議
[col 02] 眼光이恒常徹底에缺欠ᄒᆞ야歷史的價値를忘却ᄒᆞ며時
[col 03] 代的精神을達觀치못ᄒᆞ고動輒半知偏解에陷ᄒᆞ야一新
[col 04] 事實을對ᄒᆞ時마다믄득因襲的批評을下ᄒᆞ야自己의主
[col 05] 觀에収納ᄒᆞ되該事實이其主觀에不合할時ᄂᆞᆫ輕率히此
[col 06] 를不眞理라不合理로斷定ᄒᆞᆷ이是라
[col 07] 此ᄂᆞᆫ普通의事實에씃其然ᄒᆞᆫ者ㅣ아니오特히宗敎에셔
[col 08] 其弊가殊大ᄒᆞ니其實의範圍가浩大ᄒᆞ고其眞理가深邃ᄒᆞᆷ
[col 09] 으로信仰에依ᄒᆞ야其光明을直覺키易ᄒᆞ되理論으로容
[col 10] 易히其本體를模寫키難ᄒᆞᆷ으로써라
[col 11] 同一ᄒᆞᆫ舊宗敎에對ᄒᆞ야도其主見이各一致치못ᄒᆞ야我
[col 12] 로써他를排斥ᄒᆞ며彼로써此를蔑視ᄒᆞ야各其自信ᄒᆞᄂᆞᆫ
[col 13] 바眞理로써宇宙絕對의原理로斷定ᄒᆞᆫ結果ㅣ畢竟誤解
[col 14] 에相陷ᄒᆞ야宗敎의主體目的이되ᄂᆞᆫ平和를破壞ᄒᆞ고反히
[col 15] 競爭의渦流中에沉淪ᄒᆞ도다
[col 16] 思ᄒᆞ라如何ᄒᆞ宗敎를勿論ᄒᆞ고幾多長歲月의間에셔幾
[col 17] 多의億兆를支配ᄒᆞᆫ實蹟이有ᄒᆞ야슬진ᄃᆡ此를엇지無眞
[col 18] 理호一時的模糊ᄒᆞ虛像으로看做ᄒᆞ리오然ᄒᆞ면吾人은
[col 19] 過渡時代의宗敎(儒佛仙耶回婆等諸宗敎)가何者든지
[col 20] 眞理의光으로써做치아니ᄒᆞ지못ᄒᆞᆯ것이어늘奈何ㅣ世人
