# gemini — 기사 경계 밖을 걷어낸 판(trim_article_bounds.py)
# Source: unit_2_p2.txt

[title] 敎門訂議
[col 02] 시天壽를得ᄒᆞ리라
[col 03] 大神師ㅣ數百張을書ᄒᆞ야連服ᄒᆞ신則漸次纖身이富調ᄒᆞ고
[col 04] 容貌가幻態ᄒᆞ더라上帝ㅣ又大神師를試ᄒᆞ야曰
[col 05] 汝ㅣ人格이出衆ᄒᆞ니汝로써白衣宰相을授ᄒᆞ리라
[col 06] 大神師ㅣ答ᄒᆞ되富貴는元來ㅣ我的所欲이아니라ᄒᆞ신데曰
[col 07] 汝ㅣ不然ᄒᆞ면我的造化를受ᄒᆞ야濟化를行ᄒᆞ라
[col 08] 大神師ㅣ敎에依ᄒᆞ야試ᄒᆞ고此는皆是世上通俗의造化
[col 09] 이니我ㅣ此를欲치아니ᄒᆞ노라ᄒᆞ신데上帝ㅣ特別히造化로
[col 10] 訓試ᄒᆞ야曰
[col 11] 此는天地間大造化니汝ㅣ此를行ᄒᆞ라
[col 12] 大神師ㅣ至此를行ᄒᆞ시고答ᄒᆞ되此는世間廣濟의道가
[col 13] 아니라ᄒᆞ고其後는雖上帝의命이이셔나此를從치아니ᄒᆞ
[col 14] 고飮食을絶ᄒᆞ신지十一日에至ᄒᆞ신데上帝曰
[col 15] 嘉喜다汝의志ㅣ美喜다汝의節이여汝에게無窮의化를
[col 16] 降ᄒᆞ야德을天下에布케ᄒᆞ리라
[col 17] 大神師ㅣ이에守心正氣ᄒᆞ고此를受ᄒᆞ시다
[col 18] 以上은過去庚申ㅣ大神師ㅣ上帝로더브러問答ᄒᆞ신바
[col 19] 一節이로다大神師와庚申은如斯히大意關係가이셔잇
[col 20] 도다吾人은이몃듯偉大ᄒᆞᆫ庚申에向ᄒᆞ야衷心의膜拜를
[col 21] 獻치아니ᄒᆞᆷ이不可ᄒᆞ도다
[title] 二、天道와庚申年
[col 23] 山々滴々의水ㅣ合ᄒᆞ야泉을成ᄒᆞ고谷々泉々의水ㅣ合
[col 24] ᄒᆞ야川을成ᄒᆞ고川이合ᄒᆞ야江을成ᄒᆞ며江을合ᄒᆞ야大海
[col 25] 大洋을成ᄒᆞ나니泉과川은是列數와列理이며大海와
[col 26] 大洋은其天道인더試ᄒᆞ야永制無始以來ㅣ進化의跡을
[col 27] 一考ᄒᆞ면萬谷의細流ㅣ流々不息ᄒᆞ야終으로大海를成
[col 28] ᄒᆞᆷ과恰似ᄒᆞ도다
[col 29] 玆에一物이이셔니上은天을包ᄒᆞ고下는地를包ᄒᆞ엿도
[col 30] 다그리ᄒᆞ야是가億々萬年의昔으로붓허億々萬年의後에
[col 31] 及지不生不滅ᄒᆞ엿나니無限大의空間을包容ᄒᆞ며無際限
[col 32] 의時間을充塡ᄒᆞ야其動ᄒᆞᆷ에迅電의速도오히려鈍牛의步
[col 33] 와如ᄒᆞ고其靜ᄒᆞᆷ에須彌의重도오히려草芥의輕과如케ᄒᆞ
[col 34] 는威이生ᄒᆞ도다그리ᄒᆞ야一番此를認識ᄒᆞ면數千年의
[col 35] 大疑問도忽然히氷과如히釋ᄒᆞ고又彼의絕對의自由를
[col 36] 獲得ᄒᆞ며神境의優遊自適을得ᄒᆞ나니孔子는彼의一部
[col 37] 를覺ᄒᆞ야仁이라ᄒᆞ고釋迦는彼의一部를覺ᄒᆞ야慈悲라ᄒᆞ
[col 38] 고耶蘇는彼의一部를覺ᄒᆞ야愛라ᄒᆞ니라其他科學者는此
[col 39] 를勢力이라ᄒᆞ며哲學者는此를美善眞이라實在라ᄒᆞ며理
[col 40] 性이라ᄒᆞ도다然이나其等先哲은아직過去幼稚ᄒᆞᆫ時代
