# claude_opus_4_7 — 기사 경계 밖을 걷어낸 판(trim_article_bounds.py)
# Source: unit_7_p4u.txt

[title] 敎門訂議
[col 02] 快模範의萬一을學ᄒᆞᆯ지라도吾人一生々活에如何ᄒᆞ幸福
[col 03] 이波及ᄒᆞᆷ을可卜ᄒᆞᆯ지로다
[col 04] 大神師曰此世ᄂᆞᆫ堯舜之治라도不足擧오孔孟之德이라도
[col 05] 不足言이라ᄒᆞ며神師曰吾道中에多出堯舜孔孟之才라ᄒᆞ
[col 06] 은吾人은此를解釋ᄒᆞ되現代의進化를指稱ᄒᆞᆷ이라ᄒᆞ노
[col 07] 現代의進化ᄂᆞᆫ將次ㅣ英愚를平等에立케ᄒᆞ며聖凡을一轍
[col 08] 에偏케ᄒᆞ리라更言ᄒᆞ면現代人의自覺은知愚優劣의差別
[col 09] 이進化의原則에據ᄒᆞ야甚ᄒᆞ差等이無ᄒᆞ야가리라其故ᄂᆞᆫ
[col 10] 現代人은背에長ᄒᆞᆫ歷史를負ᄒᆞᆫ結果ㅣ其知識잇ᄂᆞᆫ點에서
[col 11] 又ᄂᆞᆫ修養잇ᄂᆞᆫ點에서漸次天人合一의原理에符合코져ᄒᆞᆷ
[col 12] 으로써라
[col 13] 吾人은어듸서든지修養의要旨를若樂解脫로써第一義
[col 14] 라認ᄒᆞ노故로若吾人으로這個一片氷雪的精神만有ᄒᆞ면
[col 15] 吾人은少ᄒᆞ야도苦諦의根基되ᄂᆞᆫ是非憂樂의境을超越ᄒᆞ
[col 16] 야一躍自悠自適ᄒᆞ幸福樂士를還成ᄒᆞ리라斷言ᄒᆞ노니若
[col 17] 行ᄒᆞ되不適ᄒᆞ면其눈天地에妙法이無ᄒᆞ고宇宙에眞理가
[col 18] 無ᄒᆞ리라
[col 19] 然ᄒᆞ면吾人은驛次何等의具體的方式으로此苦樂解脫의
[col 20] 修養要旨를體現ᄒᆞᆯ가ᄒᆞ면吾人은卽히大神師의敎訓을借
