# gemini — 기사 경계 밖을 걷어낸 판(trim_article_bounds.py)
# Source: unit_3_p2u.txt

[title] 敎門訂議
[col 02] 定호世界思想界의事實證明인公認을得
[col 03] 호後에야처음으로完全호信用을得홈과
[col 04] 如호것이니라假令債務者가債權者에
[col 05] 對호야義務를實行홈이可호다홈은何人
[col 06] 이든지是否認치못호通過件이안니냐
[col 07] 又法律上에서强盜로人을殺호者ㅣ반다
[col 08] 시殺호것이라홈은何人이든지亦否認치
[col 09] 못호通過件이아니냐是가科學의科學
[col 10] 된原則이니라然호면宗教統一의思想
[col 11] 도亦是이와갓타야玆에統一될만호一
[col 12] 新眞理가有호다호면何人이든지此
[col 13] 를否認키不能호며又何國何民族을勿
[col 14] 論호고此를共同히通過호만호者ㅣ아
[col 15] 니면是가決코眞理의眞理되기가可호냐
[col 16] 라卽萬人에質호야도萬人이共히否認
[col 17] 치못호며萬族에問호야도萬族이共히
[col 18] 可타云호만호者ㅣ아니면統一의統一되
[col 19] 못호通過件이아니냐
[col 20] 된原則이니라然호면宗
[col 21] 도亦是이와갓타야玆에
[col 22] 新眞理가有호다호면何
[col 23] 를否認키不能호며又何
[col 24] 論호고此를共同히通過
[col 25] 니면是가決코眞理의眞
[col 26] 라卽萬人에質호야도萬
[col 27] 치못호며萬族에問호야
[col 28] 可타云호만호者ㅣ아니
[col 29] 又法律上에서强盜로人
[col 30] 시殺호것이라홈은何人
[col 31] 못호通過件이아니냐是
[col 32] 된原則이니라然호면宗
[col 33] 도亦是이와갓타야玆에
[col 34] 新眞理가有호다호면何
[col 35] 를否認키不能호며又何
[col 36] 論호고此를共同히通過
[col 37] 니면是가決코眞理의眞
[col 38] 라卽萬人에質호야도萬
[col 39] 치못호며萬族에問호야
[col 40] 可타云호만호者ㅣ아니
[col 41] 對호야義務를實行홈이
[col 42] 이든지是否認치못호通
[col 43] 又法律上에서强盜로人
[col 44] 시殺호것이라홈은何人
[col 45] 못호通過件이아니냐是
[col 46] 된原則이니라然호면宗
[col 47] 도亦是이와갓타야玆에
[col 48] 新眞理가有호다호면何
[col 49] 를否認키不能호며又何
[col 50] 論호고此를共同히通過
[col 51] 니면是가決코眞理의眞
[col 52] 라卽萬人에質호야도萬
[col 53] 치못호며萬族에問호야
[col 54] 可타云호만호者ㅣ아니
